sep=,
Date,Post,Likes,Comments,Clicks,Shares,Potential,
8/19/2017 12:32 PM,"0",7,0,0,0,0,
8/19/2017 12:32 PM,"It's time for us as the Church to start a new generation of conversation about racial reconciliation in America. Real healing and real change only comes through Christ in us.
""Do not be overcome by evil, but overcome evil with good."" Romans 12:21

Help start conversation by being a part of a three part series on August 20, 27, and September 3 at 9:30 AM, 11 AM, or 12:30 PM.",18,1,0,12,0,
8/18/2017 09:01 AM,"“If Jesus has your life, Jesus will be your life!” -'Dr. Drew Shofner",5,0,2,1,77,
8/17/2017 12:05 PM,"For us, the Bible contains the answers to the test of life. And one of those answers is to confront the broken of the world. Share some ways you want to confront the broken you see around you.",10,0,0,0,130,
8/17/2017 07:59 AM,"This Week's Life Lifter -' The Bible is full of examples of how God uses broken people to do his will...how will he use you?",1,0,0,0,0,
8/16/2017 07:15 PM,"It's not about trying to be like Jesus. It's about letting Jesus be Himself in us. Share how this is challenging you to look differently at your relationship with our Father.",17,0,8,0,696,
8/16/2017 05:34 PM,"A new conversation about race in America starts in the Church. Join us this Sunday at 9:30 AM, 11 AM, or 12:30 PM.",68,7,0,30,0,
8/16/2017 04:50 PM,"In Matthew 25:40, Jesus said, “Truly I tell you, whatever you did for one of the least of these brothers and sisters of mine, you did for me.” If we do nothing about injustice and human need, if we act like nothing can be done in the name of Jesus about suffering and evil in the world around us, we reveal that Jesus never had our lives (was never given control) and that we never knew Jesus (we never really wanted to know Him). Let Jesus be you in the broken!",15,0,21,3,543,
8/16/2017 03:58 PM,"Be sure to join our upcoming Facebook Live video at 4:30 to hear an important message from Pastor Drew.",1,3,15,0,215,
8/16/2017 06:00 AM,"In Matthew 25:40, Jesus said, “Truly I tell you, whatever you did for one of the least of these brothers and sisters of mine, you did for me.”  Jesus has called every one of us to redeem something and meet him in the broken in the world! -'Dr. Drew Shofner",14,0,1,4,245,
8/15/2017 07:35 PM,"""Our courage or our cowardice matters."" -' Pastor Drew",26,2,82,1,1537,
8/15/2017 04:53 PM,"It’s not so much a matter of us trying to “be” Jesus, but simply of us letting Jesus be Himself in us! Our lives are for Jesus to inhabit, to live in and through! “Christ in you, the hope of glory…” -'Colossians 1:27",5,0,0,2,59,
8/14/2017 07:35 PM,"There is no room for racism in the Church! Listen to Pastor Drew's message about the tragic events in Charlottesville over the weekend, and how we as the Church should respond.",38,3,114,9,2258,
8/14/2017 04:53 PM,"""If we let Jesus touch us deeply, we let Him touch others deeply -'-'through us!"" -'Dr. Drew Shofner",20,0,1,1,134,
8/14/2017 02:59 PM,"Digging Deeper for Week of August 13, 2017: Letting Jesus be You in the Broken",0,0,0,0,0,
8/14/2017 06:00 AM,"In 1 Corinthians 13:1-'3, the Apostle Paul said, “If I speak in the tongues of men or of angels, but do not have love, I am only a resounding gong or a clanging cymbal. If I have the gift of prophecy and can fathom all mysteries and all knowledge, and if I have a faith that can move mountains, but do not have love, I am nothing. If I give all I possess to the poor and give over my body to hardship that I may boast, but do not have love, I gain nothing.” 
Paul said that without love, I am nothing -' all would be of no value, it would not save me. I would answer none of the great purposes which God has designed; I should not by all this secure my salvation. All would be in vain in regard to the great purpose of my existence. None of these things could be placed before God as a ground of acceptance in the Day of Judgment. Unless I should have love, I should still be lost. True Christian faith unites us to Christ, who is love. 

Paul continued to explain what Love looks like in 1 Corinthians 13:4-'8 when he said, ""Love is patient, love is kind. It does not envy, it does not boast, it is not proud. It does not dishonor others, it is not self-'seeking, it is not easily angered, it keeps no record of wrongs. Love does not delight in evil but rejoices with the truth. It always protects, always trusts, always hopes, always perseveres.""

Are you loving well? Ask the Holy Spirit, He will tell you!",20,1,11,5,352,
8/13/2017 02:33 PM,"How are you allowing yourself to be Jesus? See Pastor Drew's full message from this weekend here.",18,0,0,9,0,
8/13/2017 11:55 AM,"Good morning friends. Thanks to some technical difficulties we haven't gotten our live stream to work correctly today. We will post the full message for you this week!",6,0,0,0,0,
8/13/2017 09:30 AM,"Good morning Severn Run! Join our live stream to be challenged by what God is teaching us today.",16,27,0,5,0,
8/13/2017 07:00 AM,"We can't wait to see you all today, #coffee is on us!",21,0,12,1,816,
8/12/2017 05:42 PM,"Living Jesus; Rejecting Racism: thoughts on today's actions in #Charlottesville.",94,32,0,103,0,
8/12/2017 05:09 PM,"Our pastor, Drew Shofner, will be going live on Facebook shortly to address the ongoing issue in Charlottesville. Please tune in.",12,0,16,0,402,
8/12/2017 04:53 PM,"Help us love 150 kids from Maryland City and Brock Bridge Elementary Schools well! Stop by and pick up a child's name and grade and fill up a backpack with all the supplies they will need for the year. Drop of ends on August 13! If you have questions please contact Laura at lespin1@hotmail.com",1,0,11,0,220,
8/11/2017 09:01 AM,"Join the Handbell Team and ring in the Fall season with us by sharing food and friendship all while learning more about how the Handbell Ministry loves well.  Dinner is provided.  Please RSVP by August 20 to Madge at mcluoto@yahoo.com",5,0,3,0,226,
8/10/2017 07:15 PM,"What can a sick hedgehog teach you about the love of God?
After you watch Pastor Drew's answer, tell us how God is loving you well right now despite the circumstances you face.",15,0,24,0,860,
8/10/2017 12:05 PM,"Men Ignited Together BreakfastAugust 19, 2017 from 8:00 to 10:00 AM • Atrium
Come connect with other men at Severn Run at our quarterly gathering. You will have the opportunity to meet guys from all walks of life, hear powerful stories of life change, and of course, enjoy a few FREE #donuts. If you have questions you can contact Sean at fightclub@severnrun.com, no RSVP required.",3,0,2,1,271,
8/10/2017 07:59 AM,"This Week's Life Lifter -' The New Command",2,0,0,0,0,
8/9/2017 07:15 PM,"Where do you find authentic community? Do you find it in the church or somewhere else? Let us know your thoughts in the comments. And if you have ideas about how the church can grow into a tighter knit family let's hear them!",4,0,15,0,653,
8/9/2017 02:06 PM,"Help us love 150 kids from Maryland City and Brock Bridge Elementary Schools well! Monetary donations can be made via our giving outlets, please designate ""Backpack Ministry"" in the notes. If you have questions please contact Laura at lespin1@hotmail.com",1,0,0,1,159,
8/9/2017 12:05 PM,"Our summer Men Ignited Together BreakfastAugust 19, 2017 from 8:00AM to 10:00 AM • Atrium
Come connect with other men at Severn Run at our quarterly gathering. You will have the opportunity to meet guys from all walks of life, hear powerful stories of life change, and of course, enjoy a few free #donuts. If you have questions you can contact Sean at fightclub@severnrun.com, no RSVP required.",2,0,0,0,40,
8/9/2017 10:22 AM,"Follow the staff Chicago shenanigans on Instagram Stories!",20,0,59,1,675,
8/9/2017 06:00 AM,"“A new command I give you: Love one another. As I have loved you, so you must love one another. By this everyone will know that you are my disciples, if you love one another.” -'John 13:34-'35",21,0,9,4,838,
8/8/2017 07:35 PM,"Have you ever let yourself be loved? Have you ever really let Jesus in?",17,0,18,4,810,
8/8/2017 06:05 PM,"Help us love 150 kids from Maryland City and Brock Bridge Elementary Schools well! Stop by and pick up a child's name and grade and fill up a backpack with all the supplies they will need for the year. Drop of ends on August 13! If you have questions please contact Laura at lespin1@hotmail.com",2,0,1,0,113,
8/8/2017 09:01 AM,"Men Ignited Together Breakfast8/19/17 @ 8-'10AM • Atrium • hear powerful stories • FREE #donuts • no RSVP required • info fightclub@severnrun.com",4,0,6,1,313,
8/8/2017 06:05 AM,"Colossians 2:6-'7 says, ""So then, just as you received Christ Jesus as Lord, continue to live your lives in him, rooted and built up in him, strengthened in the faith as you were taught, and overflowing with thankfulness.""
When we receive Christ Jesus as Lord, then we will continue to live in Him and grow in Him -'into lives that are ever larger for Him! That means that our lives grow deeper and our identity is rooted more and more firmly in the love of God -'we know who we are!

Your identity is set, your confidence in God grows and then you begin to grow up like a tree that spreads its branches. When we let the Kingdom come, Jesus leads us into a God-'sized life! -'Dr. Drew Shofner",4,0,2,2,273,
8/7/2017 07:35 PM,"""As complicated as life is, the Son of God came to show us that in the end love is all there is."" -'Pastor Drew Shofner
Jesus has given us a command to love one another. So many times we view that command in a self-'centered way. But Jesus said we should love others as He loves us. In the comments, let us know how you're learning this week to love as Jesus loves you.",17,0,25,0,695,
8/7/2017 02:59 PM,"Digging Deeper for Week of August 6, 2017: Loving well comes from being well-'loved 💕",3,0,0,0,0,
8/6/2017 10:59 AM,"Good morning Severn Run! Join us this morning as we celebrate Pastor Ben Kennedy, Lori and their family with some special worship!",18,13,0,2,0,
8/6/2017 09:29 AM,"Good morning Severn Run! Join us this morning as we celebrate Pastor Ben Kennedy, Lori and their family with some special worship!",13,16,0,2,0,
8/6/2017 08:30 AM,"""When you pass through the waters, I will be with you; and through the rivers, they shall not overwhelm you..."" -'Isaiah 43:2",10,0,16,3,753,
8/6/2017 07:00 AM,"Good morning! Be sure you grab your card for the Kennedy family on your way to worship this morning. See you at 9:30 AM, 11 AM, or 12:30 PM!",2,0,4,0,241,
8/5/2017 07:35 PM,"We've got some new stuff floating around the building this weekend. Be sure you're here Sunday at 9:30 AM, 11 AM, or 12:30 PM to see it yourself!",10,1,30,1,402,
8/5/2017 04:53 PM,"It's finally happening! New tees at the Gear Shop this weekend. Adult and kids sizes are available for only $15.",9,0,11,0,643,
8/5/2017 09:00 AM,"Help us love the Kennedys well this Sunday. Bring a card to let them know how their ministry here has impacted you! buff.ly/2fd3jVL",13,1,50,0,974,
8/4/2017 07:35 PM,"The Kids at Severn Run are wrapping up a fun week at camp. You can see all the fun they've had by visiting the camp gallery in our photos page:",8,0,6,0,199,
8/4/2017 04:53 PM,"Help us love 150 kids from Maryland City and Brock Bridge Elementary Schools well! Monetary donations can be made via our giving outlets, please designate ""Backpack Ministry"" in the notes. If you have questions please contact Laura at lespin1@hotmail.com",2,0,4,1,486,
8/4/2017 09:00 AM,"Our summer Men Ignited Together BreakfastAugust 19, 2017 from 8:00 to 10:00 AM • Atrium
Come connect with other men at Severn Run at our quarterly gathering. You will have the opportunity to meet guys from all walks of life, hear powerful stories of life change, and of course, enjoy a few free donuts. If you have questions you can contact Sean at fightclub@severnrun.com, no RSVP required.",4,3,12,1,384,
8/3/2017 07:15 PM,"We all doubt. And as Pastor Ron pointed out, as soon as we start to doubt we collect evidence to support that doubt. But Pastor Ron challenged us to think differently. He challenged us to collect evidence to support our faith. And to say this as we go through our week, ""God is with me and I am with God."" In the comments let us know how faithing has been winning out over doubting in your week.",21,4,163,12,1915,
8/3/2017 04:50 PM,"Take some time to review Romans 5:1-'11 today:",3,0,6,1,217,
8/3/2017 12:05 PM,"Have you seen what our kids are up to at CentriKid Camp this year? Get the inside scoop on our photos page: severnrun.com/photos",18,0,19,0,646,
8/3/2017 08:03 AM,"#GodisWithMeIAmWithGod #Faithing in This Week's Life Lifter",12,0,0,1,0,
8/2/2017 07:15 PM,"How long has it been since you sinned last? Don't actually answer that! But think about it. We as believers are all in the same boat. We all have a sin problem. But as Pastor Ron shared this weekend, we need to recognize that we're all in the same boat so we can go on living. In the comments, share some ways that you kick yourself out of the boat. Then let's pray and ask God to heal and redeem those thoughts so we can get on with living life together.",19,1,81,6,1416,
8/2/2017 04:50 PM,"Help us love 150 kids from Maryland City and Brock Bridge Elementary Schools well! Stop by and pick up a child's name and grade and fill up a backpack with all the supplies they will need for the year. Drop of ends on August 13! If you have questions please contact Laura at lespin1@hotmail.com",6,0,22,3,775,
8/2/2017 12:05 PM,"We've got very real footage of Pastor Steve singing a wake up song to our kids at camp. See this video and more at http://buff.ly/2w6uTbw",11,1,47,0,420,
8/2/2017 06:00 AM,"Therefore, since we have been justified through faith,we have peace with God through our Lord Jesus Christ, through whom we have gained access by faith into this grace in which we now stand. And we boast in the hopeof the glory of God. Not only so, but we also glory in our sufferings, because we know that suffering produces perseverance; perseverance, character; and character, hope. And hope does not put us to shame, because God’s love has been poured out into our hearts through the Holy Spirit, who has been given to us. -'Romans 5:1-'5",10,1,7,1,645,
8/1/2017 09:00 AM,"What evidence have you collected this week to remind yourself that God is with you? Reply with your evidence!",8,8,16,1,214,
7/31/2017 07:35 PM,"""What if we tried faithing instead of doubting?"" -' Pastor Ron
How have you focused your faith this week?",12,3,14,1,346,
7/31/2017 04:53 PM,"""Faith is the currency of the Kingdom!""
Hear all of Pastor Ron's message on our website at severnrun.com.",4,0,2,0,224,
7/31/2017 02:59 PM,"Digging Deeper for Week of July 30, 2017: #Faithing",3,0,0,1,0,
7/31/2017 09:01 AM,"""Hi. I'm _______ and I'm a sinner."" We're all in the same boat now we can be a church to figure out how to live and avoid judgement!",12,0,0,0,272,
7/31/2017 06:00 AM,"I want to remind you today that you and I have the opportunity to make a choice that changes everything -'in Jesus! The Bible says in Revelation 3:20, ""Behold, I stand at the door and knock. If anyone opens the door,"" (if anyone will admit their need and acknowledge their sin, if anyone will welcome a savior into their life), the Bible says ""I will come in and have fellowship with them and they with me."" 
If we say yes and if we believe and allow Jesus to come and live in us, then He is going to do in us what He did on the third day! He is going to resurrect our dead lives-'-' redeem them, turn them around-'-'and take us home! And that my friends, is the great ""Good News"" of the Gospel of Jesus Christ! The resurrection story-' it is the story we're all looking for, even when we're not!  -'Dr. Drew Shofner",10,1,6,2,368,
7/30/2017 07:35 PM,"Jesus never commends anyone for their purity, honesty, or generosity. Jesus only commends people for their faith! -' Pastor Ron Willoughby",30,4,34,2,679,
7/30/2017 04:53 PM,"Don't forget to grab a card for the Kennedy's! Let them know how God has used them at Severn Run. Learn more here: buff.ly/2vVIp1r",17,0,200,1,1271,
7/30/2017 10:59 AM,"We're excited to welcome Pastor Ron Willoughby from The Broken Wall Project today! How have you seen God at work this week?",28,11,0,2,0,
7/30/2017 09:29 AM,"We're excited to welcome Pastor Ron Willoughby from The Broken Wall Project today! How have you seen God at work this week?",18,13,0,8,0,
7/28/2017 09:01 AM,"There is power associated with the Word of God, the building of His Kingdom and the power that is associated with God the infinite is also given to you and I in the Kingdom! 
We have to think Kingdom and think Jesus, and when we do that, God's Kingdom can come in our lives, in our marriages, in our challenges, in our feelings, in our anger, in our woundedness, and in all the challenges of life in the eaxct same way that it is in Heaven. That's the Word of God -'-'that's the satement of Jesus Christ! -'Dr. Drew Shofner",10,0,4,3,119,
7/27/2017 07:15 PM,"In Romans 6:3-'4, the Apostle Paul said, ""Or don’t you know that all of us who were baptized into Christ Jesus were baptized into his death? We were therefore buried with him through baptism into death in order that, just as Christ was raised from the dead through the glory of the Father, we too may live a new life.""
The cost of the Kingdom is the cross and your death, and the gift of the grace of God in response to your willingness to give up your life is a whole new ressurrected life that never ends -'-'that's the coming of the Kingdom! You and I have to die to the old before we can enter into the new...you can't have a ressurrection without a finished crucifixion! -'Dr. Drew Shofner",6,0,10,1,218,
7/27/2017 11:03 AM,"Seek God First to Think Kingdom in This Week's Life Lifter",1,0,0,1,0,
7/26/2017 04:50 PM,"A life without God's touch is a life untouched! -'Dr. Drew Shofner",20,0,0,1,97,
7/26/2017 06:00 AM,"Jesus came to lead us out of a dead and dying world into an everlasting Kingdom! The bridge to this new world is the cross and the simple reality is that entering the new means leaving the old! We're called to give up our own ""world building"" and the portrait of how we think life should be -'-'we can't live in two worlds! There are far too few of us who are living lives that are cross carrying. And there are far too many of us who are trying to live with one foot in both worlds -'-'and it doesn't work! Continue reading on our blog at...http://buff.ly/2uzC8s9",11,0,5,1,191,
7/25/2017 04:53 PM,"In Matthew 5:4, Jesus said, ""Blessed are those who mourn, for they will be comforted."" We all feel empty within; own it in hope. Stop running from it and deal with your pain in the presence of God. When we face the pain, we have the chance for God to bless us with His comfort.",9,0,1,0,218,
7/25/2017 12:01 PM,"In John 3:3, Jesus declared, “I tell you the truth, unless you are born again, you cannot see the Kingdom of God.” Beginnings require endings. We can't enter Kingdom life until we reject a broken life in a fallen world!",10,0,0,2,47,
7/24/2017 05:25 PM,"Who else is going to CentriKid camp? It's time to connect. 😁",1,3,0,0,0,
